物件ID,行動名單,名稱,社區,公開地址,行政區,產品階段,住宅類型,登記用途,格局,樓層,總樓層,屋齡(年),電梯,管理費,最低刊登價(萬),最高刊登價(萬),有車位,總價含車位,車位價(萬),車位必買,預算判斷(8000萬),可確認總價(萬),預算判斷說明,主建物(坪),附屬建物(坪),主+附(坪),平台僅揭露之主+附合計(坪),共有部分(坪),車位(坪),權狀總坪,A口徑(主建物>=26),B口徑(主+附>=26),面積標示,最近出入口,步行公尺(估算),步行分鐘(估算),步行測量方式,位置精度,開價÷主建物(萬/坪),扣車位建坪單價(萬/坪),可售狀態,平台數,平台與物件編號,原始網址,查閱時間,臨路或巷內,主要生活機能,已深度查核,第一輪,主要優點,主要疑慮,待確認事項
XA-066,優先看屋,忠孝名家｜明曜旁質感美廈～價可談！,忠孝名家,台北市大安區敦化南路一段,大安區,中古屋,華廈,住家用 ／ 集合住宅,3房1廳2衛,6,8,38.1,有,"每月約 1,300 元。",5888,5888,無,,,,符合,5888,"無車位，總價：5,888 萬 ≤ 預算 8,000 萬",36.95,4.79,41.74,,2.07,,43.81,符合,符合,主建物符合 26 坪,1,904.2,11.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,159.35,134.40,研究日查得刊登頁，實際可售狀態待確認,4,中信房屋:2128018 | 住商不動產:WS76401 | 信義房屋:8707ZX | 永慶房屋:7356021,https://buy.cthouse.com.tw/house/2128018.html | https://www.hbhousing.com.tw/detail?sn=WS76401 | https://www.sinyi.com.tw/buy/house/8707ZX | https://buy.yungching.com.tw/house/7356021,2026-09-20T13:24:16+08:00 | 2026-09-20T13:27:56+08:00 | 2026-09-20T13:29:43+08:00 | 2026-09-20T13:29:04+08:00,,,,,主建物 36.95 坪，高於門檻 11.0 坪,屋齡 38.1 年：需留意管線、防水與貸款年限,
XA-067,目前不符合條件,忠孝ＳＯＧＯ愛群大廈,,台北市大安區忠孝東路四段,大安區,中古屋,電梯大樓,住家用 ／ 集合住宅,3房2廳1衛1室,9,12,56.83,有,"每月約 9,000 元。",8600,8600,無,,,,超出預算,8600,"無車位，總價：8,600 萬 > 預算 8,000 萬",66.72,,,,,,66.72,符合,符合,主建物符合 26 坪,1,1202.1,15.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝中信房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,128.90,128.90,研究日查得刊登頁，實際可售狀態待確認,2,中信房屋:2128134 | 信義房屋:1992SX,https://buy.cthouse.com.tw/house/2128134.html | https://www.sinyi.com.tw/buy/house/1992SX,2026-09-20T13:24:40+08:00 | 2026-09-20T13:32:17+08:00,,,,,主建物 66.72 坪，高於門檻 40.7 坪,"超出 8,000 萬預算",步行時間落在分界附近或各平台座標差異大：需以實際門牌實走確認；附屬建物坪數未揭露
XA-068,先補資料再決定,[專任]大安捷運站四維路黃金二樓+道路用地，節稅/容移首選,,臺北市大安區四維路,大安區,中古屋,公寓,,3衛,2,4,,無,,3980,3980,無,,,,符合,3980,"無車位，總價：3,980 萬 ≤ 預算 8,000 萬",26.54,,,,,,26.54,待確認,待確認,面積待確認,2,489.5,6.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝中信房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,149.96,149.96,研究日查得刊登頁，實際可售狀態待確認,1,中信房屋:2128335,https://buy.cthouse.com.tw/house/2128335.html,2026-09-20T13:24:49+08:00,,,,,步行約 6.5 分，屬優先範圍,面積待確認,刊登頁的主建物等於總建坪（26.54 坪），沒有附屬建物與共有部分的拆分：平台可能未拆分陽台、樓梯間或公設，主建物實際數字需以謄本確認；附屬建物坪數未揭露；謄本登記用途未揭露（需確認為住家用）；管理費未揭露
XA-069,優先看屋,通安新村｜【校園景觀】安和車位美廈,通安新村,台北市大安區通安街,大安區,中古屋,華廈,國宅 ／ 集合住宅 ／ 國民住宅,3房2廳2衛,4,7,26.8,有,"信義、中信：每月約 2,000 元（含車位管理費）；住商：4,000 元/月——平台間不一致，待確認",5100,5100,有,是,,,符合,5100,"含車位總價：5,100 萬 ≤ 預算 8,000 萬",26.65,2.73,29.38,,26.67,,56.05,符合,符合,主建物符合 26 坪,4,494.9,6.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,,,研究日查得刊登頁，實際可售狀態待確認,3,中信房屋:2128408 | 住商不動產:WS83944 | 信義房屋:3207SF,https://buy.cthouse.com.tw/house/2128408.html | https://www.hbhousing.com.tw/detail?sn=WS83944 | https://www.sinyi.com.tw/buy/house/3207SF,2026-09-20T13:24:41+08:00 | 2026-09-20T13:26:06+08:00 | 2026-09-20T13:28:30+08:00,巷內：通安街（信義文案與住商欄位皆稱面臨約 8 米巷道），非臨信義路／敦化南路／基隆路幹道；文案稱面對校園（平台生活圈顯示私立立人國際國中小約 60–80 公尺）。確切門牌未公開，待確認。,私立立人國際國中小（平台生活圈約 60–80 m）、全聯福利中心（約 220 m）、法治公園（約 280 m）、通化街／臨江街夜市商圈（公車站牌約 360 m）、信義安和站（平台顯示 424–497 m）,是,,26.8 年電梯華廈、巷內、全天候管理並含坡道平面車位，步行約 6.5 分,主建物只有 26.65 坪（公設比 47.6%、兩處陽台外移），含車位開價高於同社區 2025-03 成交約 15–34% 且車位價未拆分,"車位價格、車位編號與位置、車位是否有獨立權狀或登記於共有部分（持分坪數）；確切門牌與棟別（通安新村有 7 層與 9 層棟，實價登錄門牌分布於通安街118巷、樂利路5巷）；陽台外移的施作時間與是否曾被查報；國宅相關謄本註記、分區「住3（特）（遷）」的限制內容；正確管理費（2,000 或 4,000 元）"
XA-070,先補資料再決定,皇家名宮大廈｜皇家名宮都更潛力宅,皇家名宮大廈,台北市信義區基隆路二段,信義區,中古屋,電梯大樓,辦公室 ／ 辦公室.集合住宅,5房1廳1衛,8,15,41.1,有,"每月約 1,200 元。",4302,4302,無,,,,符合,4302,"無車位，總價：4,302 萬 ≤ 預算 8,000 萬",29.61,2.4,32.01,,14.76,,46.78,符合,符合,主建物符合 26 坪,4,834.1,10.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,145.29,91.96,研究日查得刊登頁，實際可售狀態待確認,3,中信房屋:2129688 | 住商不動產:WS85959 | 信義房屋:6128WU,https://buy.cthouse.com.tw/house/2129688.html | https://www.hbhousing.com.tw/detail?sn=WS85959 | https://www.sinyi.com.tw/buy/house/6128WU,2026-09-20T13:24:29+08:00 | 2026-09-20T13:27:03+08:00 | 2026-09-20T13:26:53+08:00,,,,,總價 4302 萬，保留較多預算空間,住宅用途待確認,步行時間落在分界附近或各平台座標差異大：需以實際門牌實走確認；登記用途含非純住家項目（辦公室、辦公室.集合住宅）：能否作住宅使用、貸款成數與稅率需另行確認；不列入優先看屋
XA-071,優先看屋,【新接】世貿電梯三房,,台北市信義區基隆路二段,信義區,中古屋,華廈,住家用,3房2廳2衛,6,7,45.75,有,"每月約 1,500 元。",3098,3098,無,,,,符合,3098,"無車位，總價：3,098 萬 ≤ 預算 8,000 萬",28.58,2.32,30.9,,6.13,,37.03,符合,符合,主建物符合 26 坪,4,788.5,10,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝中信房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,108.40,83.66,研究日查得刊登頁，實際可售狀態待確認,2,中信房屋:2130208 | 信義房屋:9069CL,https://buy.cthouse.com.tw/house/2130208.html | https://www.sinyi.com.tw/buy/house/9069CL,2026-09-20T13:24:21+08:00 | 2026-09-20T13:24:46+08:00,,,,,總價 3098 萬，保留較多預算空間,屋齡 45.75 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,步行時間落在分界附近或各平台座標差異大：需以實際門牌實走確認
XA-072,先補資料再決定,忠駝國宅｜忠駝國宅３房車位可抽,忠駝國宅,台北市信義區基隆路一段,信義區,中古屋,電梯大樓,集合住宅,3房2廳2衛,7,12,43,有,每月約 429 元。,3590,3590,無,,,,符合,3590,"無車位，總價：3,590 萬 ≤ 預算 8,000 萬",23.97,3.92,27.89,,8.18,,36.08,不符合,符合,主＋附符合26坪；主建物未達26坪,5,783.3,10,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝中信房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,149.77,99.50,研究日查得刊登頁，實際可售狀態待確認,3,中信房屋:2130604 | 住商不動產:WS64252 | 信義房屋:6677PK,https://buy.cthouse.com.tw/house/2130604.html | https://www.hbhousing.com.tw/detail?sn=WS64252 | https://www.sinyi.com.tw/buy/house/6677PK,2026-09-20T13:24:19+08:00 | 2026-09-20T13:27:08+08:00 | 2026-09-20T13:25:30+08:00,,,,,步行約 10 分，屬優先範圍,屋齡 43 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,步行時間落在分界附近或各平台座標差異大：需以實際門牌實走確認
XA-074,優先看屋,❤仁愛延吉公園華廈,,台北市大安區延吉街,大安區,中古屋,華廈,集合住宅 ／ 住家用,4房(室)2廳2衛,3,7,44.2,有,1500元/每季,5480,5480,無,,,,符合,5480,"無車位，總價：5,480 萬 ≤ 預算 8,000 萬",37.53,4.57,42.1,,10.91,,53.01,符合,符合,主建物符合 26 坪,5,468.4,6,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝中信房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,146.02,103.38,研究日查得刊登頁，實際可售狀態待確認,5,中信房屋:2132028 | 住商不動產:WS75224 | 信義房屋:6625UB | 有巢氏房屋:7392244 | 永慶房屋:7496286,https://buy.cthouse.com.tw/house/2132028.html | https://www.hbhousing.com.tw/detail?sn=WS75224 | https://www.sinyi.com.tw/buy/house/6625UB | https://buy.u-trust.com.tw/house/7392244 | https://buy.yungching.com.tw/house/7496286,2026-09-20T13:24:14+08:00 | 2026-09-20T13:26:25+08:00 | 2026-09-20T13:28:56+08:00 | 2026-09-20T13:33:47+08:00 | 2026-09-20T13:28:14+08:00,,,,,主建物 37.53 坪，高於門檻 11.5 坪,屋齡 44.2 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,
XA-075,優先看屋,國揚安和｜國揚安和四房名邸,國揚安和,台北市大安區安和路一段,大安區,中古屋,電梯大樓,住家用 ／ 集合住宅,4房2廳2衛2室,6,12,47.3,有,"每月約 4,600 元。",6288,6288,無,,,,符合,6288,"無車位，總價：6,288 萬 ≤ 預算 8,000 萬",39.78,5.57,45.35,,5.09,,50.44,符合,符合,主建物符合 26 坪,1,209.3,3,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝中信房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,158.07,124.66,研究日查得刊登頁，實際可售狀態待確認,4,中信房屋:2132719 | 住商不動產:WS86462 | 信義房屋:0311AW | 永慶房屋:7516080,https://buy.cthouse.com.tw/house/2132719.html | https://www.hbhousing.com.tw/detail?sn=WS86462 | https://www.sinyi.com.tw/buy/house/0311AW | https://buy.yungching.com.tw/house/7516080,2026-09-20T13:24:07+08:00 | 2026-09-20T13:25:35+08:00 | 2026-09-20T13:30:24+08:00 | 2026-09-20T13:30:54+08:00,,,,,步行約 3 分到捷運出入口,屋齡 47.3 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,
XA-076,優先看屋,光復南靜巷華廈,,臺北市大安區光復南路,大安區,中古屋,電梯大樓,,3房2廳2衛1室,3,7,45.75,有,每戶500(元)/月,3980,3980,無,,,,符合,3980,"無車位，總價：3,980 萬 ≤ 預算 8,000 萬",34.48,6.88,41.36,,1.37,,42.73,符合,符合,主建物符合 26 坪,5,566.4,7.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝中信房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,115.43,93.14,研究日查得刊登頁，實際可售狀態待確認,1,中信房屋:2132792,https://buy.cthouse.com.tw/house/2132792.html,2026-09-20T13:24:05+08:00,,,,,主建物 34.48 坪，高於門檻 8.5 坪,屋齡 45.75 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,謄本登記用途未揭露（需確認為住家用）
XA-077,優先看屋,鴻利華廈｜★安和★黃金大空間,鴻利華廈,台北市大安區信義路四段,大安區,中古屋,華廈,住家用,2房2廳2衛1室,7,7,49,有,"每月約 1,800 元。",4500,4800,無,,,,符合,4800,"無車位，總價：4,800 萬 ≤ 預算 8,000 萬",29.29,4.3,33.59,,4.73,,39.86,符合,符合,主建物符合 26 坪,5,301,4,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,163.88,120.42,研究日查得刊登頁，實際可售狀態待確認,5,中信房屋:2132809 | 住商不動產:WS76480 | 信義房屋:7427AT | 有巢氏房屋:7467401 | 永慶房屋:7462670,https://buy.cthouse.com.tw/house/2132809.html | https://www.hbhousing.com.tw/detail?sn=WS76480 | https://www.sinyi.com.tw/buy/house/7427AT | https://buy.u-trust.com.tw/house/7467401 | https://buy.yungching.com.tw/house/7462670,2026-09-20T13:24:02+08:00 | 2026-09-20T13:25:52+08:00 | 2026-09-20T13:27:56+08:00 | 2026-09-20T13:33:28+08:00 | 2026-09-20T13:28:32+08:00,,,,,步行約 4 分到捷運出入口,屋齡 49 年：貸款年限與成數可能受限（各銀行不同，未假設你的條件）、管線與防水需檢查,各平台開價不一致（4500～4800 萬）：需確認屋主實際委託價
XA-078,目前不符合條件,全新大安捷運3房平面車位,,台北市大安區復興南路一段,大安區,中古屋,大樓,集合住宅,3房/ 2廳/ 2衛,5,15,2.8,有,110元 / 坪,5599,5599,有,是,,,符合,5599,"含車位總價：5,599 萬 ≤ 預算 8,000 萬",,,24.1667,24.1667,9.6,11.4,45.1636,不符合,不符合,兩種口徑皆未達 26 坪,1,1211.1,15.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝東森房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,,,研究日查得刊登頁，實際可售狀態待確認,1,東森房屋:742529,https://www.etwarm.com.tw/houses/buy/742529,2026-09-20T13:24:24+08:00,,,,,屋齡 2.8 年，相對較新,主建物與主＋附皆未達 26 坪,步行時間落在分界附近或各平台座標差異大：需以實際門牌實走確認；主建物坪數未揭露：無法判斷 A 口徑；總價含車位，但車位價格未拆分：無法計算扣車位後單價
XA-079,目前不符合條件,南華華廈｜敦南復興中學美廈,南華華廈,台北市大安區敦化南路一段,大安區,中古屋,華廈,集合住宅 ／ 住家用,4房(室)2廳3衛,4,7,48,有,2000元/每月,8800,8800,無,,,,超出預算,8800,"無車位，總價：8,800 萬 > 預算 8,000 萬",51.43,10.91,62.34,,10.54,,72.88,符合,符合,主建物符合 26 坪,1,1201.9,15.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝住商不動產刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,171.11,120.75,研究日查得刊登頁，實際可售狀態待確認,4,東森房屋:760748 | 住商不動產:WS71023 | 信義房屋:2149HR | 永慶房屋:5281618,https://www.etwarm.com.tw/houses/buy/760748 | https://www.hbhousing.com.tw/detail?sn=WS71023 | https://www.sinyi.com.tw/buy/house/2149HR | https://buy.yungching.com.tw/house/5281618,2026-09-20T13:24:10+08:00 | 2026-09-20T13:28:47+08:00 | 2026-09-20T13:32:25+08:00 | 2026-09-20T13:30:18+08:00,,,,,主建物 51.43 坪，高於門檻 25.4 坪,"超出 8,000 萬預算",步行時間落在分界附近或各平台座標差異大：需以實際門牌實走確認
XA-080,先補資料再決定,世貿101頂樓華廈,,台北市信義區吳興街,信義區,中古屋,華廈,,3房/ 2廳/ 2衛,6,6,32.6,有,,4428,4428,無,,,,符合,4428,"無車位，總價：4,428 萬 ≤ 預算 8,000 萬",,,38.5416,38.5416,4.8,,43.3797,待確認,符合,主＋附符合26坪；主建物未達26坪,4,751,9.5,地圖估算：OpenStreetMap 步行路網路由（routing.openstreetmap.de，foot profile），起點＝東森房屋刊登頁提供的物件座標，終點＝官方出入口座標；時間＝路徑距離÷80 公尺/分，不含等紅燈,platform_coord,,102.08,研究日查得刊登頁，實際可售狀態待確認,1,東森房屋:760970,https://www.etwarm.com.tw/houses/buy/760970,2026-09-20T13:24:46+08:00,,,,,公設比低（約 11%）,屋齡 32.6 年：需留意管線、防水與貸款年限,步行時間落在分界附近或各平台座標差異大：需以實際門牌實走確認；主建物坪數未揭露：無法判斷 A 口徑；謄本登記用途未揭露（需確認為住家用）；管理費未揭露
